COMNAME,SVSPP,SPECIES_ITIS,INDEX_TYPE,LENGTH,CALIBRATION_FACTOR,CALIBRATION_CV,STOCK,SEASON,SEX
BLACK SEA BASS,141,167687,NUMBER,41,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,42,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,42,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,43,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,43,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,44,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,44,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,45,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,45,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,46,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,46,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,47,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,47,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,48,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,48,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,49,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,49,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,50,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,50,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,51,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,51,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,52,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,52,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,53,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,53,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,54,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,54,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,55,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,55,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,56,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,56,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,57,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,57,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,58,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,58,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,59,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,59,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,60,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,60,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,61,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,61,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,62,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,62,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,63,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,63,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,64,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,64,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,65,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,65,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,66,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,66,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,67,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,67,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,68,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,68,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,69,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,69,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,70,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,70,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,71,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,71,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,72,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,72,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,73,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,73,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,74,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,74,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,75,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,75,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,76,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,76,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,77,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,77,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,78,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,78,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,79,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,79,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,80,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,80,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,81,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,81,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,82,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,82,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,83,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,83,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,84,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,84,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,85,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,85,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,86,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,86,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,87,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,87,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,88,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,88,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,89,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,89,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,90,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,90,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,91,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,91,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,92,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,92,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,93,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,93,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,94,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,94,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,95,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,95,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,96,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,96,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,97,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,97,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,98,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,98,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,99,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,99,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,100,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,100,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,101,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,101,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,102,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,102,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,103,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,103,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,104,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,104,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,105,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,105,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,106,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,106,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,107,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,107,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,108,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,108,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,109,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,109,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,110,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,110,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,111,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,111,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,112,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,112,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,113,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,113,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,114,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,114,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,115,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,115,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,116,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,116,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,117,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,117,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,118,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,118,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,119,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,119,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,120,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,120,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,121,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,121,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,122,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,122,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,123,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,123,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,124,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,124,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,125,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,125,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,126,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,126,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,127,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,127,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,128,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,128,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,129,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,129,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,130,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,130,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,131,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,131,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,132,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,132,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,133,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,133,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,134,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,134,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,135,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,135,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,136,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,136,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,137,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,137,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,138,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,138,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,139,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,139,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,140,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,140,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,141,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,141,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,142,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,142,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,143,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,143,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,144,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,144,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,145,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,145,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,146,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,146,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,147,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,147,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,148,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,148,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,149,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,149,3.45,,UNIT,SPRING,NONE
BLACK SEA BASS,141,167687,NUMBER,150,3.45,,UNIT,FALL,NONE
BLACK SEA BASS,141,167687,NUMBER,150,3.45,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,1,55.818,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,1,55.818,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,2,55.818,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,2,55.818,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,3,35.073,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,3,35.073,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,4,22.78,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,4,22.78,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,5,15.277,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,5,15.277,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,6,10.568,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,6,10.568,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,7,7.533,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,7,7.533,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,8,5.526,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,8,5.526,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,9,4.168,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,9,4.168,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,10,3.23,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,10,3.23,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,11,2.567,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,11,2.567,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,12,2.091,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,12,2.091,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,13,1.744,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,13,1.744,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,14,1.488,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,14,1.488,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,15,1.297,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,15,1.297,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,16,1.153,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,16,1.153,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,17,1.046,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,17,1.046,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,18,0.966,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,18,0.966,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,19,0.907,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,19,0.907,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,20,0.866,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,20,0.866,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,21,0.839,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,21,0.839,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,22,0.825,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,22,0.825,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,23,0.821,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,23,0.821,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,24,0.827,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,24,0.827,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,25,0.842,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,25,0.842,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,26,0.866,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,26,0.866,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,27,0.897,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,27,0.897,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,28,0.938,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,28,0.938,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,29,0.986,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,29,0.986,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,30,1.043,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,30,1.043,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,31,1.108,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,31,1.108,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,32,1.18,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,32,1.18,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,33,1.261,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,33,1.261,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,34,1.348,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,34,1.348,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,35,1.442,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,35,1.442,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,36,1.54,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,36,1.54,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,37,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,37,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,38,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,38,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,39,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,39,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,40,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,40,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,41,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,41,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,42,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,42,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,43,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,43,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,44,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,44,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,45,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,45,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,46,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,46,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,47,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,47,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,48,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,48,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,49,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,49,1.642,,UNIT,FALL,NONE
SCUP,143,169182,NUMBER,50,1.642,,UNIT,SPRING,NONE
SCUP,143,169182,NUMBER,50,1.642,,UNIT,FALL,NONE
SUMMER FLOUNDER,103,172735,NUMBER,1,43.22503398,,UNIT,SPRING,NONE
SUMMER FLOUNDER,103,172735,NUMBER,1,43.22503398,,UNIT,FALL,NONE
SUMMER FLOUNDER,103,172735,NUMBER,1,43.22503398,,SFALT,FALL,NONE
SUMMER FLOUNDER,103,172735,NUMBER,1,0.01519842,,BIGSE,FALL,NONE
SUMMER FLOUNDER,103,172735,NUMBER,1,0.01519842,,BIGSE,SPRING,NONE
SUMMER FLOUNDER,103,172735,NUMBER,1,43.22503398,,SFALT,SPRING,NONE
SUMMER FLOUNDER,103,172735,NUMBER,2,43.22503398,,UNIT,SPRING,NONE
SUMMER FLOUNDER,103,172735,NUMBER,2,43.22503398,,UNIT,FALL,NONE
SUMMER FLOUNDER,103,172735,NUMBER,2,43.22503398,,SFALT,FALL,NONE
SUMMER FLOUNDER,103,172735,NUMBER,2,0.01519842,,BIGSE,FALL,NONE
SUMMER FLOUNDER,103,172735,NUMBER,2,0.01519842,,BIGSE,SPRING,NONE
SUMMER FLOUNDER,103,172735,NUMBER,2,43.22503398,,SFALT,SPRING,NONE
SUMMER FLOUNDER,103,172735,NUMBER,3,43.22503398,,UNIT,SPRING,NONE
SUMMER FLOUNDER,103,172735,NUMBER,3,43.22503398,,UNIT,FALL,NONE
SUMMER FLOUNDER,103,172735,NUMBER,3,43.22503398,,SFALT,FALL,NONE
SUMMER FLOUNDER,103,172735,NUMBER,3,0.01519842,,BIGSE,FALL,NONE
SUMMER FLOUNDER,103,172735,NUMBER,3,0.01519842,,BIGSE,SPRING,NONE
SUMMER FLOUNDER,103,172735,NUMBER,3,43.22503398,,SFALT,SPRING,NONE
SUMMER FLOUNDER,103,172735,NUMBER,4,43.22503398,,UNIT,SPRING,NONE
SUMMER FLOUNDER,103,172735,NUMBER,4,43.22503398,,UNIT,FALL,NONE
